,Loss_mae,Anomaly,Threshold_high,Threshold_low
2021-05-09 06:33:37.243522,0.029058037,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.243622,0.025006378,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.243722,0.0076797553,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.243822,0.028267678,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.243922,0.030558703,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244022,0.02089482,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244122,0.024551507,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244222,0.0276156,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244322,0.023145957,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244422,0.02681206,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244522,0.02695076,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244622,0.021010855,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244722,0.02464216,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244822,0.0379605,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.244922,0.03524417,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245022,0.032936756,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245122,0.023430958,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245222,0.022337189,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245322,0.023964629,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245422,0.02840805,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245522,0.040055785,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245622,0.02606863,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245722,0.026741767,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245822,0.038751,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.245922,0.026052242,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246022,0.021774648,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246122,0.026580125,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246222,0.018233787,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246322,0.010662747,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246422,0.021323333,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246522,0.028608674,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246622,0.03363444,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246722,0.028574366,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246822,0.047768943,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.246922,0.016201194,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247022,0.023474403,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247122,0.022833552,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247222,0.04397188,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247322,0.034219366,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247422,0.010577044,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247522,0.018894512,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247622,0.010508496,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247722,0.018476669,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247822,0.017008709,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.247922,0.029021079,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248022,0.043849427,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248122,0.010358709,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248222,0.026531102,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248322,0.04709671,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248422,0.017279206,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248522,0.014918655,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248622,0.025223529,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248722,0.03409768,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248822,0.014279268,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.248922,0.021590551,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249022,0.02165603,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249122,0.04428129,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249222,0.02641646,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249322,0.023862679,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249422,0.016039832,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249522,0.015339636,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249622,0.0314704,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249722,0.02217666,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249822,0.03827458,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.249922,0.024504855,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250022,0.038344663,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250122,0.03390982,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250222,0.010865392,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250322,0.039365422,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250422,0.015651833,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250522,0.038267396,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250622,0.024559109,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250722,0.020557588,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250822,0.015339846,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.250922,0.017343778,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251022,0.018806439,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251122,0.031312034,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251222,0.02066714,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251322,0.05209012,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251422,0.015095848,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251522,0.03146482,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251622,0.015072417,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251722,0.026549792,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251822,0.031063505,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.251922,0.024972418,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252022,0.020893006,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252122,0.023656547,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252222,0.025627704,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252322,0.009040257,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252422,0.02769391,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252522,0.024201445,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252622,0.03263272,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252722,0.015202192,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252822,0.018671853,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.252922,0.025758734,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253022,0.031001022,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253122,0.015329037,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253222,0.029074145,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253322,0.03037879,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253422,0.012660194,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253522,0.013502297,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253622,0.024284357,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253722,0.047394264,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253822,0.037992716,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.253922,0.037713435,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254022,0.01726463,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254122,0.035279244,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254222,0.03173964,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254322,0.012353018,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254422,0.021482464,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254522,0.02807019,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254622,0.037764966,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254722,0.017266862,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254822,0.015278062,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.254922,0.025042988,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255022,0.030650752,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255122,0.032390673,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255222,0.028852254,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255322,0.030593012,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255422,0.01159878,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255522,0.025509506,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255622,0.04241989,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255722,0.034698363,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255822,0.04912449,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.255922,0.025070464,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256022,0.026595537,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256122,0.023851661,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256222,0.01819111,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256322,0.026747765,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256422,0.027471878,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256522,0.027397193,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256622,0.025359718,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256722,0.033522308,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256822,0.042263757,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.256922,0.021831898,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257022,0.020119103,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257122,0.046244774,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257222,0.011607775,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257322,0.03188127,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257422,0.029405799,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257522,0.02218984,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257622,0.023684092,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257722,0.026295055,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257822,0.014043011,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.257922,0.027177393,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258022,0.031553593,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258122,0.0150229065,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258222,0.027746977,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258322,0.030817205,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258422,0.030165546,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258522,0.04758652,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258622,0.038139924,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258722,0.028720805,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258822,0.019796446,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.258922,0.027119864,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259022,0.017860783,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259122,0.018495359,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259222,0.048520252,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259322,0.020153552,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259422,0.045783907,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259522,0.04795269,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259622,0.017530315,,0.04385964591056109,0.011240496672689919
2021-05-09 06:33:37.259722,0.03989679,,0.04385964591056109,0.011240496672689919
